filename	scene_label
audio/airport-lisbon-1000-40000-a-2003.wav	airport
audio/airport-prague-1015-40019-a-2003.wav	airport
audio/airport-prague-1023-40027-a-2003.wav	airport
audio/airport-prague-1023-40038-a-2003.wav	airport
audio/airport-prague-1034-40041-a-2003.wav	airport
audio/airport-prague-1015-40047-a-2003.wav	airport
audio/airport-lyon-1041-40053-a-2003.wav	airport
audio/airport-lisbon-1000-40073-a-2003.wav	airport
audio/airport-prague-1069-40101-a-2003.wav	airport
audio/airport-prague-1034-40148-a-2003.wav	airport
audio/airport-prague-1069-40151-a-2003.wav	airport
audio/airport-lyon-1041-40156-a-2003.wav	airport
audio/airport-lyon-1095-40158-a-2003.wav	airport
audio/airport-lyon-1101-40173-a-2003.wav	airport
audio/airport-lyon-1041-40175-a-2003.wav	airport
audio/airport-lisbon-1114-40213-a-2003.wav	airport
audio/airport-lisbon-1114-40219-a-2003.wav	airport
audio/airport-lisbon-1000-40242-a-2003.wav	airport
audio/airport-lisbon-1122-40244-a-2003.wav	airport
audio/airport-lyon-1095-40245-a-2003.wav	airport
audio/airport-prague-1069-40257-a-2003.wav	airport
audio/airport-prague-1034-40262-a-2003.wav	airport
audio/airport-prague-1015-40266-a-2003.wav	airport
audio/airport-prague-1034-40269-a-2003.wav	airport
audio/airport-lisbon-1000-40280-a-2003.wav	airport
audio/airport-lisbon-1122-40326-a-2003.wav	airport
audio/airport-lisbon-1000-40329-a-2003.wav	airport
audio/airport-lisbon-1122-40334-a-2003.wav	airport
audio/airport-lisbon-1000-40342-a-2003.wav	airport
audio/airport-lisbon-1122-40344-a-2003.wav	airport
audio/airport-lyon-1041-40360-a-2003.wav	airport
audio/airport-lyon-1101-40386-a-2003.wav	airport
audio/airport-lyon-1041-40393-a-2003.wav	airport
audio/airport-lisbon-1114-40411-a-2003.wav	airport
audio/airport-prague-1015-40417-a-2003.wav	airport
audio/airport-prague-1023-40436-a-2003.wav	airport
audio/airport-prague-1015-40439-a-2003.wav	airport
audio/airport-lisbon-1000-40463-a-2003.wav	airport
audio/airport-lisbon-1114-40495-a-2003.wav	airport
audio/airport-prague-1023-40504-a-2003.wav	airport
audio/airport-prague-1023-40527-a-2003.wav	airport
audio/airport-lisbon-1000-40528-a-2003.wav	airport
audio/airport-lyon-1041-40530-a-2003.wav	airport
audio/airport-prague-1023-40542-a-2003.wav	airport
audio/airport-prague-1069-40583-a-2003.wav	airport
audio/airport-lyon-1095-40622-a-2003.wav	airport
audio/airport-prague-1034-40629-a-2003.wav	airport
audio/airport-lisbon-1000-40643-a-2003.wav	airport
audio/airport-lisbon-1000-40647-a-2003.wav	airport
audio/airport-lisbon-1122-40660-a-2003.wav	airport
audio/airport-prague-1023-40709-a-2003.wav	airport
audio/airport-lyon-1041-40722-a-2003.wav	airport
audio/airport-lisbon-1114-40725-a-2003.wav	airport
audio/airport-lyon-1095-40743-a-2003.wav	airport
audio/airport-lyon-1101-40748-a-2003.wav	airport
audio/airport-prague-1023-40758-a-2003.wav	airport
audio/airport-lyon-1095-40765-a-2003.wav	airport
audio/airport-lyon-1095-40777-a-2003.wav	airport
audio/airport-prague-1015-40787-a-2003.wav	airport
audio/airport-prague-1034-40792-a-2003.wav	airport
audio/airport-lisbon-1114-40796-a-2003.wav	airport
audio/airport-lyon-1095-40798-a-2003.wav	airport
audio/airport-lisbon-1122-40819-a-2003.wav	airport
audio/airport-lisbon-1000-40849-a-2003.wav	airport
audio/airport-lyon-1095-40859-a-2003.wav	airport
audio/airport-lisbon-1114-40861-a-2003.wav	airport
audio/airport-lyon-1041-40868-a-2003.wav	airport
audio/airport-prague-1023-40879-a-2003.wav	airport
audio/airport-prague-1015-40881-a-2003.wav	airport
audio/airport-prague-1069-40882-a-2003.wav	airport
audio/airport-lisbon-1122-40888-a-2003.wav	airport
audio/airport-lisbon-1114-40895-a-2003.wav	airport
audio/airport-prague-1069-40919-a-2003.wav	airport
audio/airport-lisbon-1122-40971-a-2003.wav	airport
audio/airport-prague-1069-40978-a-2003.wav	airport
audio/airport-prague-1015-40981-a-2003.wav	airport
audio/airport-prague-1015-40987-a-2003.wav	airport
audio/airport-lisbon-1122-40992-a-2003.wav	airport
audio/airport-lyon-1101-40999-a-2003.wav	airport
audio/airport-prague-1015-41015-a-2003.wav	airport
audio/airport-lisbon-1122-41037-a-2003.wav	airport
audio/airport-prague-1034-41137-a-2003.wav	airport
audio/airport-lisbon-1114-41138-a-2003.wav	airport
audio/airport-lyon-1041-41166-a-2003.wav	airport
audio/airport-lyon-1101-41172-a-2003.wav	airport
audio/airport-lyon-1041-41176-a-2003.wav	airport
audio/airport-lisbon-1000-41194-a-2003.wav	airport
audio/airport-lyon-1041-41216-a-2003.wav	airport
audio/airport-prague-1015-41221-a-2003.wav	airport
audio/airport-lyon-1101-41231-a-2003.wav	airport
audio/airport-prague-1023-41264-a-2003.wav	airport
audio/airport-lyon-1101-41267-a-2003.wav	airport
audio/airport-lisbon-1122-41270-a-2003.wav	airport
audio/airport-prague-1069-41272-a-2003.wav	airport
audio/airport-lyon-1041-41282-a-2003.wav	airport
audio/airport-lisbon-1000-41312-a-2003.wav	airport
audio/airport-lyon-1095-41320-a-2003.wav	airport
audio/airport-lisbon-1000-41323-a-2003.wav	airport
audio/airport-prague-1023-41343-a-2003.wav	airport
audio/airport-lyon-1101-41351-a-2003.wav	airport
audio/airport-lisbon-1122-41394-a-2003.wav	airport
audio/airport-lyon-1041-41396-a-2003.wav	airport
audio/airport-lisbon-1114-41409-a-2003.wav	airport
audio/airport-lisbon-1000-41411-a-2003.wav	airport
audio/airport-prague-1023-41413-a-2003.wav	airport
audio/airport-prague-1034-41415-a-2003.wav	airport
audio/airport-prague-1023-41418-a-2003.wav	airport
audio/airport-prague-1034-41420-a-2003.wav	airport
audio/airport-prague-1023-41426-a-2003.wav	airport
audio/airport-prague-1015-41437-a-2003.wav	airport
audio/airport-prague-1023-41451-a-2003.wav	airport
audio/airport-lisbon-1114-41467-a-2003.wav	airport
audio/airport-lyon-1101-41501-a-2003.wav	airport
audio/airport-lisbon-1114-41503-a-2003.wav	airport
audio/airport-prague-1034-41515-a-2003.wav	airport
audio/airport-lyon-1041-41535-a-2003.wav	airport
audio/airport-lyon-1095-41597-a-2003.wav	airport
audio/airport-lyon-1101-41603-a-2003.wav	airport
audio/airport-lyon-1095-41626-a-2003.wav	airport
audio/airport-lisbon-1000-41635-a-2003.wav	airport
audio/airport-lisbon-1114-41658-a-2003.wav	airport
audio/airport-lisbon-1122-41661-a-2003.wav	airport
audio/airport-prague-1034-41674-a-2003.wav	airport
audio/airport-lisbon-1000-41698-a-2003.wav	airport
audio/airport-lyon-1101-41703-a-2003.wav	airport
audio/airport-lisbon-1000-41706-a-2003.wav	airport
audio/airport-lyon-1041-41710-a-2003.wav	airport
audio/airport-prague-1069-41725-a-2003.wav	airport
audio/airport-lisbon-1000-41735-a-2003.wav	airport
audio/airport-lisbon-1114-41736-a-2003.wav	airport
audio/airport-lisbon-1114-41743-a-2003.wav	airport
audio/airport-lyon-1041-41824-a-2003.wav	airport
audio/airport-lisbon-1122-41837-a-2003.wav	airport
audio/airport-lyon-1041-41843-a-2003.wav	airport
audio/airport-lyon-1041-41852-a-2003.wav	airport
audio/airport-prague-1015-41862-a-2003.wav	airport
audio/airport-prague-1069-41871-a-2003.wav	airport
audio/airport-lisbon-1122-41877-a-2003.wav	airport
audio/airport-prague-1069-41895-a-2003.wav	airport
audio/airport-lyon-1101-41912-a-2003.wav	airport
audio/airport-lyon-1101-41913-a-2003.wav	airport
audio/airport-lisbon-1122-41917-a-2003.wav	airport
audio/airport-lyon-1041-41945-a-2003.wav	airport
audio/airport-lyon-1095-41953-a-2003.wav	airport
audio/airport-prague-1015-41955-a-2003.wav	airport
audio/airport-lisbon-1000-41994-a-2003.wav	airport
audio/airport-lyon-1041-42041-a-2003.wav	airport
audio/airport-lisbon-1122-42055-a-2003.wav	airport
audio/airport-lyon-1095-42121-a-2003.wav	airport
audio/airport-prague-1069-42135-a-2003.wav	airport
audio/airport-lyon-1095-42146-a-2003.wav	airport
audio/airport-lisbon-1114-42155-a-2003.wav	airport
audio/airport-lisbon-1122-42166-a-2003.wav	airport
audio/airport-prague-1069-42168-a-2003.wav	airport
audio/airport-prague-1023-42171-a-2003.wav	airport
audio/airport-lisbon-1000-42196-a-2003.wav	airport
audio/airport-lisbon-1122-42212-a-2003.wav	airport
audio/airport-lyon-1041-42246-a-2003.wav	airport
audio/airport-prague-1023-42248-a-2003.wav	airport
audio/airport-lyon-1041-42257-a-2003.wav	airport
audio/airport-lisbon-1000-42274-a-2003.wav	airport
audio/airport-lisbon-1122-42281-a-2003.wav	airport
audio/airport-lyon-1095-42330-a-2003.wav	airport
audio/airport-prague-1023-42332-a-2003.wav	airport
audio/airport-prague-1023-42333-a-2003.wav	airport
audio/airport-lyon-1101-42334-a-2003.wav	airport
audio/airport-lyon-1101-42343-a-2003.wav	airport
audio/airport-lisbon-1000-42406-a-2003.wav	airport
audio/airport-lisbon-1000-42416-a-2003.wav	airport
audio/airport-lyon-1101-42428-a-2003.wav	airport
audio/airport-lyon-1095-42436-a-2003.wav	airport
audio/airport-prague-1069-42443-a-2003.wav	airport
audio/airport-prague-1034-42456-a-2003.wav	airport
audio/airport-prague-1023-42487-a-2003.wav	airport
audio/airport-prague-1034-42517-a-2003.wav	airport
audio/airport-lyon-1095-42528-a-2003.wav	airport
audio/airport-lisbon-1114-42529-a-2003.wav	airport
audio/airport-lyon-1095-42574-a-2003.wav	airport
audio/airport-lisbon-1122-42582-a-2003.wav	airport
audio/airport-lisbon-1122-42593-a-2003.wav	airport
audio/airport-lyon-1101-42602-a-2003.wav	airport
audio/airport-lisbon-1000-42611-a-2003.wav	airport
audio/airport-prague-1023-42614-a-2003.wav	airport
audio/airport-lyon-1095-42617-a-2003.wav	airport
audio/airport-lisbon-1114-42659-a-2003.wav	airport
audio/airport-prague-1034-42667-a-2003.wav	airport
audio/airport-lisbon-1114-42669-a-2003.wav	airport
audio/airport-prague-1034-42685-a-2003.wav	airport
audio/airport-lyon-1101-42703-a-2003.wav	airport
audio/airport-lisbon-1114-42707-a-2003.wav	airport
audio/airport-lisbon-1114-42711-a-2003.wav	airport
audio/airport-lisbon-1000-42727-a-2003.wav	airport
audio/airport-prague-1015-42736-a-2003.wav	airport
audio/airport-lyon-1095-42753-a-2003.wav	airport
audio/airport-prague-1023-42755-a-2003.wav	airport
audio/airport-lisbon-1122-42768-a-2003.wav	airport
audio/airport-prague-1015-42783-a-2003.wav	airport
audio/airport-lyon-1101-42791-a-2003.wav	airport
audio/airport-lyon-1095-42795-a-2003.wav	airport
audio/airport-lyon-1041-42809-a-2003.wav	airport
audio/airport-lyon-1041-42824-a-2003.wav	airport
audio/airport-lyon-1101-42838-a-2003.wav	airport
audio/airport-prague-1034-42842-a-2003.wav	airport
audio/airport-lyon-1101-42854-a-2003.wav	airport
audio/airport-lisbon-1000-42860-a-2003.wav	airport
audio/airport-prague-1015-42872-a-2003.wav	airport
audio/airport-prague-1069-42891-a-2003.wav	airport
audio/airport-lisbon-1000-42898-a-2003.wav	airport
audio/airport-lisbon-1000-42902-a-2003.wav	airport
audio/airport-lisbon-1000-42904-a-2003.wav	airport
audio/airport-lyon-1041-42920-a-2003.wav	airport
audio/airport-lyon-1041-42942-a-2003.wav	airport
audio/airport-lyon-1101-42943-a-2003.wav	airport
audio/airport-lisbon-1114-42954-a-2003.wav	airport
audio/airport-lisbon-1122-42956-a-2003.wav	airport
audio/airport-lisbon-1122-42966-a-2003.wav	airport
audio/airport-prague-1069-42974-a-2003.wav	airport
audio/airport-lyon-1095-42977-a-2003.wav	airport
audio/airport-lisbon-1122-43015-a-2003.wav	airport
audio/airport-lisbon-1114-43022-a-2003.wav	airport
audio/airport-prague-1069-43028-a-2003.wav	airport
audio/airport-prague-1023-43029-a-2003.wav	airport
audio/airport-lyon-1041-43035-a-2003.wav	airport
audio/airport-lyon-1101-43038-a-2003.wav	airport
audio/airport-prague-1069-43039-a-2003.wav	airport
audio/airport-lyon-1041-43045-a-2003.wav	airport
audio/airport-lyon-1095-43055-a-2003.wav	airport
