filename	scene_label
audio/airport-lisbon-1000-40000-a-b.wav	airport
audio/airport-prague-1015-40019-a-b.wav	airport
audio/airport-prague-1023-40027-a-b.wav	airport
audio/airport-prague-1023-40038-a-b.wav	airport
audio/airport-prague-1034-40041-a-b.wav	airport
audio/airport-prague-1015-40047-a-b.wav	airport
audio/airport-lyon-1041-40053-a-b.wav	airport
audio/airport-lisbon-1000-40073-a-b.wav	airport
audio/airport-prague-1069-40101-a-b.wav	airport
audio/airport-prague-1034-40148-a-b.wav	airport
audio/airport-prague-1069-40151-a-b.wav	airport
audio/airport-lyon-1041-40156-a-b.wav	airport
audio/airport-lyon-1095-40158-a-b.wav	airport
audio/airport-lyon-1101-40173-a-b.wav	airport
audio/airport-lyon-1041-40175-a-b.wav	airport
audio/airport-lisbon-1114-40213-a-b.wav	airport
audio/airport-lisbon-1114-40219-a-b.wav	airport
audio/airport-lisbon-1000-40242-a-b.wav	airport
audio/airport-lisbon-1122-40244-a-b.wav	airport
audio/airport-lyon-1095-40245-a-b.wav	airport
audio/airport-prague-1069-40257-a-b.wav	airport
audio/airport-prague-1034-40262-a-b.wav	airport
audio/airport-prague-1015-40266-a-b.wav	airport
audio/airport-prague-1034-40269-a-b.wav	airport
audio/airport-lisbon-1000-40280-a-b.wav	airport
audio/airport-lisbon-1122-40326-a-b.wav	airport
audio/airport-lisbon-1000-40329-a-b.wav	airport
audio/airport-lisbon-1122-40334-a-b.wav	airport
audio/airport-lisbon-1000-40342-a-b.wav	airport
audio/airport-lisbon-1122-40344-a-b.wav	airport
audio/airport-lyon-1041-40360-a-b.wav	airport
audio/airport-lyon-1101-40386-a-b.wav	airport
audio/airport-lyon-1041-40393-a-b.wav	airport
audio/airport-lisbon-1114-40411-a-b.wav	airport
audio/airport-prague-1015-40417-a-b.wav	airport
audio/airport-prague-1023-40436-a-b.wav	airport
audio/airport-prague-1015-40439-a-b.wav	airport
audio/airport-lisbon-1000-40463-a-b.wav	airport
audio/airport-lisbon-1114-40495-a-b.wav	airport
audio/airport-prague-1023-40504-a-b.wav	airport
audio/airport-prague-1023-40527-a-b.wav	airport
audio/airport-lisbon-1000-40528-a-b.wav	airport
audio/airport-lyon-1041-40530-a-b.wav	airport
audio/airport-prague-1023-40542-a-b.wav	airport
audio/airport-prague-1069-40583-a-b.wav	airport
audio/airport-lyon-1095-40622-a-b.wav	airport
audio/airport-prague-1034-40629-a-b.wav	airport
audio/airport-lisbon-1000-40643-a-b.wav	airport
audio/airport-lisbon-1000-40647-a-b.wav	airport
audio/airport-lisbon-1122-40660-a-b.wav	airport
audio/airport-prague-1023-40709-a-b.wav	airport
audio/airport-lyon-1041-40722-a-b.wav	airport
audio/airport-lisbon-1114-40725-a-b.wav	airport
audio/airport-lyon-1095-40743-a-b.wav	airport
audio/airport-lyon-1101-40748-a-b.wav	airport
audio/airport-prague-1023-40758-a-b.wav	airport
audio/airport-lyon-1095-40765-a-b.wav	airport
audio/airport-lyon-1095-40777-a-b.wav	airport
audio/airport-prague-1015-40787-a-b.wav	airport
audio/airport-prague-1034-40792-a-b.wav	airport
audio/airport-lisbon-1114-40796-a-b.wav	airport
audio/airport-lyon-1095-40798-a-b.wav	airport
audio/airport-lisbon-1122-40819-a-b.wav	airport
audio/airport-lisbon-1000-40849-a-b.wav	airport
audio/airport-lyon-1095-40859-a-b.wav	airport
audio/airport-lisbon-1114-40861-a-b.wav	airport
audio/airport-lyon-1041-40868-a-b.wav	airport
audio/airport-prague-1023-40879-a-b.wav	airport
audio/airport-prague-1015-40881-a-b.wav	airport
audio/airport-prague-1069-40882-a-b.wav	airport
audio/airport-lisbon-1122-40888-a-b.wav	airport
audio/airport-lisbon-1114-40895-a-b.wav	airport
audio/airport-prague-1069-40919-a-b.wav	airport
audio/airport-lisbon-1122-40971-a-b.wav	airport
audio/airport-prague-1069-40978-a-b.wav	airport
audio/airport-prague-1015-40981-a-b.wav	airport
audio/airport-prague-1015-40987-a-b.wav	airport
audio/airport-lisbon-1122-40992-a-b.wav	airport
audio/airport-lyon-1101-40999-a-b.wav	airport
audio/airport-prague-1015-41015-a-b.wav	airport
audio/airport-lisbon-1122-41037-a-b.wav	airport
audio/airport-prague-1034-41137-a-b.wav	airport
audio/airport-lisbon-1114-41138-a-b.wav	airport
audio/airport-lyon-1041-41166-a-b.wav	airport
audio/airport-lyon-1101-41172-a-b.wav	airport
audio/airport-lyon-1041-41176-a-b.wav	airport
audio/airport-lisbon-1000-41194-a-b.wav	airport
audio/airport-lyon-1041-41216-a-b.wav	airport
audio/airport-prague-1015-41221-a-b.wav	airport
audio/airport-lyon-1101-41231-a-b.wav	airport
audio/airport-prague-1023-41264-a-b.wav	airport
audio/airport-lyon-1101-41267-a-b.wav	airport
audio/airport-lisbon-1122-41270-a-b.wav	airport
audio/airport-prague-1069-41272-a-b.wav	airport
audio/airport-lyon-1041-41282-a-b.wav	airport
audio/airport-lisbon-1000-41312-a-b.wav	airport
audio/airport-lyon-1095-41320-a-b.wav	airport
audio/airport-lisbon-1000-41323-a-b.wav	airport
audio/airport-prague-1023-41343-a-b.wav	airport
audio/airport-lyon-1101-41351-a-b.wav	airport
audio/airport-lisbon-1122-41394-a-b.wav	airport
audio/airport-lyon-1041-41396-a-b.wav	airport
audio/airport-lisbon-1114-41409-a-b.wav	airport
audio/airport-lisbon-1000-41411-a-b.wav	airport
audio/airport-prague-1023-41413-a-b.wav	airport
audio/airport-prague-1034-41415-a-b.wav	airport
audio/airport-prague-1023-41418-a-b.wav	airport
audio/airport-prague-1034-41420-a-b.wav	airport
audio/airport-prague-1023-41426-a-b.wav	airport
audio/airport-prague-1015-41437-a-b.wav	airport
audio/airport-prague-1023-41451-a-b.wav	airport
audio/airport-lisbon-1114-41467-a-b.wav	airport
audio/airport-lyon-1101-41501-a-b.wav	airport
audio/airport-lisbon-1114-41503-a-b.wav	airport
audio/airport-prague-1034-41515-a-b.wav	airport
audio/airport-lyon-1041-41535-a-b.wav	airport
audio/airport-lyon-1095-41597-a-b.wav	airport
audio/airport-lyon-1101-41603-a-b.wav	airport
audio/airport-lyon-1095-41626-a-b.wav	airport
audio/airport-lisbon-1000-41635-a-b.wav	airport
audio/airport-lisbon-1114-41658-a-b.wav	airport
audio/airport-lisbon-1122-41661-a-b.wav	airport
audio/airport-prague-1034-41674-a-b.wav	airport
audio/airport-lisbon-1000-41698-a-b.wav	airport
audio/airport-lyon-1101-41703-a-b.wav	airport
audio/airport-lisbon-1000-41706-a-b.wav	airport
audio/airport-lyon-1041-41710-a-b.wav	airport
audio/airport-prague-1069-41725-a-b.wav	airport
audio/airport-lisbon-1000-41735-a-b.wav	airport
audio/airport-lisbon-1114-41736-a-b.wav	airport
audio/airport-lisbon-1114-41743-a-b.wav	airport
audio/airport-lyon-1041-41824-a-b.wav	airport
audio/airport-lisbon-1122-41837-a-b.wav	airport
audio/airport-lyon-1041-41843-a-b.wav	airport
audio/airport-lyon-1041-41852-a-b.wav	airport
audio/airport-prague-1015-41862-a-b.wav	airport
audio/airport-prague-1069-41871-a-b.wav	airport
audio/airport-lisbon-1122-41877-a-b.wav	airport
audio/airport-prague-1069-41895-a-b.wav	airport
audio/airport-lyon-1101-41912-a-b.wav	airport
audio/airport-lyon-1101-41913-a-b.wav	airport
audio/airport-lisbon-1122-41917-a-b.wav	airport
audio/airport-lyon-1041-41945-a-b.wav	airport
audio/airport-lyon-1095-41953-a-b.wav	airport
audio/airport-prague-1015-41955-a-b.wav	airport
audio/airport-lisbon-1000-41994-a-b.wav	airport
audio/airport-lyon-1041-42041-a-b.wav	airport
audio/airport-lisbon-1122-42055-a-b.wav	airport
audio/airport-lyon-1095-42121-a-b.wav	airport
audio/airport-prague-1069-42135-a-b.wav	airport
audio/airport-lyon-1095-42146-a-b.wav	airport
audio/airport-lisbon-1114-42155-a-b.wav	airport
audio/airport-lisbon-1122-42166-a-b.wav	airport
audio/airport-prague-1069-42168-a-b.wav	airport
audio/airport-prague-1023-42171-a-b.wav	airport
audio/airport-lisbon-1000-42196-a-b.wav	airport
audio/airport-lisbon-1122-42212-a-b.wav	airport
audio/airport-lyon-1041-42246-a-b.wav	airport
audio/airport-prague-1023-42248-a-b.wav	airport
audio/airport-lyon-1041-42257-a-b.wav	airport
audio/airport-lisbon-1000-42274-a-b.wav	airport
audio/airport-lisbon-1122-42281-a-b.wav	airport
audio/airport-lyon-1095-42330-a-b.wav	airport
audio/airport-prague-1023-42332-a-b.wav	airport
audio/airport-prague-1023-42333-a-b.wav	airport
audio/airport-lyon-1101-42334-a-b.wav	airport
audio/airport-lyon-1101-42343-a-b.wav	airport
audio/airport-lisbon-1000-42406-a-b.wav	airport
audio/airport-lisbon-1000-42416-a-b.wav	airport
audio/airport-lyon-1101-42428-a-b.wav	airport
audio/airport-lyon-1095-42436-a-b.wav	airport
